date,text
06 Jun 2025,10.37 Situasi arus lalu lintas di Traffic Light Kolong Cakung Jaktim arah Cilincing maupun arah Bekasi terpantau lancar. https://t.co/QwFYATVCJP
06 Jun 2025,10.15 Situasi arus lalu lintas di Gerbang Tol Semanggi arah Pancoran maupun arah Slipi terpantau lancar. https://t.co/Pk2cmnWhZj
06 Jun 2025,08.53 Situasi arus lalu lintas di Kawasan Gerbang Tol Meruya Utara terpantau lancar. https://t.co/SCfIs5j8zo
06 Jun 2025,08.59 Situasi arus lalu lintas di Traffic Light Pasar Rebo Jaktim arah Jl. TB Simatupang maupun arah Kampung Rambutan terpantau ramai lancar. https://t.co/2cBNYHRtGV
06 Jun 2025,08.22 Situasi arus lalu lintas di Traffic Light Fatmawati Jaksel arah Lebak Bulus maupun arah Jl. Panglima Polim terpantau ramai lancar. https://t.co/I15osMEW2A
05 Jun 2025,07.26 Situasi arus lalu lintas di Traffic Light Tamini Square Jaktim arah Pinang Ranti maupun arah Cijantung terpantau ramai lancar. https://t.co/ZDxMosamP5
05 Jun 2025,07.15 Situasi arus lalu lintas di Traffic Light Galur Jl. Letjen Suprapto Jakpus arah Kemayoran maupun arah Simpang Lima Senen terpantau cukup padat. https://t.co/d3B2ytlgvU
05 Jun 2025,06.40 Situasi arus lalu lintas di Traffic Light Wahidin Jakarta Pusat arah Mangga Dua maupun arah Pasar Senen terpantau ramai lancar. https://t.co/Thya303kUZ
05 Jun 2025,06.33 Situasi arus lalu lintas di Jalur Arteri Jl. Gatot Subroto Jaksel arah Slipi maupun arah Senayan terpantau ramai lancar. https://t.co/TifFiU5oLL
05 Jun 2025,06.20 Situasi arus lalu lintas di Traffic Light Biak Jakpus arah Tomang maupun arah Jl. Hasyim Azhari terpantau ramai lancar. https://t.co/oKMBOSGV2e
05 Jun 2025,06.18 Situasi arus lalu lintas di Traffic Light Asemka Tamansari Jakbar arah Tambora maupun arah Kota Tua terpantau ramai lancar. https://t.co/3ptjPgmZOS
05 Jun 2025,06.10 Situasi arus lalu lintas di Traffic Light Simpang Lima Senen Jakarta Pusat arah Cempaka Putih maupun arah Salemba terpantau ramai lancar. https://t.co/fj6JQSdXR6
04 Jun 2025,18.20 Situasi arus lalu lintas di Traffic Light Pintu Besi Jakarta Pusat terpantau ramai lancar. https://t.co/N1Sg2kbqLe
04 Jun 2025,17.15 Situasi arus lalu lintas di Traffic Light Cengkareng Jakarta Barat terpantau lancar. https://t.co/0UxPnqlbot
04 Jun 2025,16.30 Situasi arus lalu lintas di Traffic Light Tugu Tani arah Kwitang dan sebaliknya arah Gambir terpantau lancar. https://t.co/GTLezeb8Ay
04 Jun 2025,16.15 Situasi arus lalu lintas di Traffic Light Kebun Baru Jakarta Utara terpantau lancar. https://t.co/CVvTg5TqeW
04 Jun 2025,15.50 Situasi arus lalu lintas di Traffic Light Kuningan Jakarta Selatan terpantau ramai lancar. https://t.co/SexXGxJsRp
04 Jun 2025,15.32 Situasi arus lalu lintas di Traffic Light Benyamin Jakarta Selatan terpantau lancar. https://t.co/lEnobShjSB
04 Jun 2025,14.40 Situasi arus lalu lintas di Kolong Tol Cakung-Cilincing tepatnya depan Pospol Cakung Jl. Bekasi Raya terpantau lancar. https://t.co/3xySkaxwGA
04 Jun 2025,07.22 Situasi arus lalu lintas di Lampu merah Garuda / Tamini Squre Jaktim terpantau ramai lancar https://t.co/NxjUluYhNm
04 Jun 2025,07.18 Situasi arus lalu lintas di Ruas Tol Dalam Kota di exit Pajak arah Slipi terpantau ramai lancar https://t.co/DHEOvGQlLG
03 Jun 2025,18.43 Situasi arus lalu lintas di Traffic Light Salemba Jakpus arah Matraman maupun arah Jl. Kramat Raya terpantau ramai lancar. https://t.co/ium0RgsAlz
03 Jun 2025,17.40 Situasi arus lalu lintas di Underpass Tomang Jakbar arah Ruas Tol Jakarta-Tangerang terpantau cukup padat. https://t.co/CSKpWzzhAk
03 Jun 2025,17.14 Situasi arus lalu lintas di Jalur Arteri Jl. Gatot Subroto Jaksel arah Senayan maupun arah Slipi terpantau ramai cenderung padat. https://t.co/vVHj11DlQw
03 Jun 2025,17.05 Situasi arus lalu lintas di Ruas Tol Dalam Kota KM 05+800 (Kuningan) arah Pancoran terpantau cukup padat sedangkan arah Semanggi terpantau ramai lancar. https://t.co/I8PzEcpPhU
03 Jun 2025,16.34 Situasi arus lalu lintas di Traffic Light Cengkareng Jakbar arah Pesing maupun arah Kalideres terpantau ramai lancar. https://t.co/TeZDGNmuVM
03 Jun 2025,16.21 Situasi arus lalu lintas di Traffic Light Kalibata Jaksel arah Pancoran maupun arah Kalibata terpantau ramai lancar. https://t.co/J1YvzBXg1k
03 Jun 2025,16.11 Situasi arus lalu lintas di Traffic Light Emporium Pluit Jakut arah Muara Angke maupun arah Jembatan Tiga terpantau ramai lancar. https://t.co/KKfwf0LqEG
03 Jun 2025,16.01 Situasi arus lalu lintas di Traffic Light Pos 4 MOI Kelapa Gading arah Jl. Boulevard Raya maupun arah Sunter terpantau ramai lancar. https://t.co/GoOsXdtjSx
03 Jun 2025,15.40 Situasi arus lalu lintas di Traffic Light Kolong Cakung Jaktim arah Bekasi maupun arah Cilincing terpantau ramai lancar. https://t.co/yaMoDMaa6k
03 Jun 2025,15.00 Situasi arus lalu lintas di Jl. Penjernihan Jakpus arah Pejompongan maupun arah Bendungan Hilir terpantau ramai lancar. https://t.co/98PZ8FWLS8
03 Jun 2025,13.56 Situasi arus lalu lintas di Jl. Satrio Jaksel (depan Mall Kuningan City) arah Kampung Melayu terpantau padat sedangkan arah Tanah Abang terpantau ramai lancar. https://t.co/fkNR8bcZ3l
03 Jun 2025,11.24 Situasi arus lalu lintas di Jl. Jendral Sudirman Jakpus (Dukuh Atas) arah Bundaran HI terpantau ramai cenderung padat sedangkan arah Semanggi terpantau ramai lancar. https://t.co/OwLDHVqUjE
03 Jun 2025,10.37 Situasi arus lalu lintas di Ruas Tol Dalam Kota KM 03+200 arah Pancoran maupun arah Cawang terpantau ramai lancar. https://t.co/0etUT1Kvtw
03 Jun 2025,09.41 Situasi arus lalu lintas di Jl. Daan Mogot Jakbar arah Pesing maupun arah Cengkareng terpantau cukup padat. https://t.co/MIb4oMdnG9
03 Jun 2025,09.30 Situasi arus lalu lintas di Jl. Jendral Sudirman Jaksel (depan FX Sudirman) arah Semanggi maupun arah Jl. MH Thamrin terpantau ramai cenderung padat. https://t.co/2d3Z0SAwIR
03 Jun 2025,09.22 Situasi arus lalu lintas di Traffic Light Halim Baru Jl. MT Haryono Cawang Jaktim arah Pancoran maupun arah Jatinegara terpantau ramai cenderung padat. https://t.co/tAsYx71hK1
03 Jun 2025,06.20 Situasi arus lalu lintas di Traffic Light Hankam Bintaro Jakarta Selatan terpantau lancar. https://t.co/huZ5DXWyjt
03 Jun 2025,06.10 Situasi arus lalu lintas di Traffic Light Rindam Jakarta Timur arah Tj.Barat dan yang akan mengarah Condet terpantau lancar. https://t.co/xNQ5rn2feQ
01 Jun 2025,21.47 Situasi arus lalu lintas di Traffic Light Patung Kuda Monas Jl. Medan Merdeka Barat Jakpus arah Jl. MH Thamrin maupun arah Harmoni terpantau ramai lancar. https://t.co/Yfe5Oylhbp
01 Jun 2025,20.46 Situasi arus lalu lintas di Jalur Arteri Jl. Gatot Subroto Jaksel arah Senayan maupun arah Slipi terpantau lancar. https://t.co/O8gUvIqlso
01 Jun 2025,20.20 Situasi arus lalu lintas di Jl. Jendral Sudirman Jakpus (Teluk Betung) arah Kebon Kacang maupun arah Bundaran HI terpantau lancar. https://t.co/2pPD7Wx4ar
01 Jun 2025,20.12 Situasi arus lalu lintas di Ruas Tol Jagorawi KM 05+000 (TMII) arah Pasar Rebo maupun arah Cililitan terpantau lancar. https://t.co/NAADABcCab
01 Jun 2025,18.30 Situasi arus lalu lintas di Traffic Light Relasi Jl. Panjang Jakarta Barat terpantau lancar. https://t.co/pOEU9qjF9n
01 Jun 2025,18.00 Situasi arus lalu lintas di Traffic Light Asemka Jakarta Barat terpantau lancar. https://t.co/alGKEYKg0u
01 Jun 2025,14.57 Situasi arus lalu lintas di Traffic Light Garuda Jakarta Timur terpantau lancar. https://t.co/IxV7FueXWm
01 Jun 2025,14.40 Situasi arus lalu lintas di Jl. Gatot Subroto arah Kuningan dan sebaliknya arah Slipi terpantau lancar. https://t.co/pWiRmkPDLP
01 Jun 2025,14.25 Situasi arus lalu lintas di Kawasan Bundaran Hotel Indonesia arah Dukuh Atas dan sebaliknya arah Sarinah terpantau lancar. https://t.co/duxJrFQu3d
01 Jun 2025,07.17 Situasi arus lalu lintas di Ruas Tol Jorr exit Fatmawati arah Mampang &amp; sebaliknya terpantau lanca https://t.co/4YGzGFMK0i
01 Jun 2025,07.02 Situasi arus lalu lintas di Ruas Tol Bandara Soetta GT. Cengkareng arah Bandara &amp; sebaliknya terpantau lancar https://t.co/aGevMkcoWv
01 Jun 2025,07.00 Situasi arus lalu lintas di Ruas Tol Dalam Kota Tegal Parang arah Slipi terpantau lancar https://t.co/HYA23AFuS7
31 May 2025,18.45 Situasi arus lalu lintas di Jalur Arteri Jl. Gatot Subroto arah Senayan maupun arah Slipi terpantau ramai lancar. https://t.co/8mCPsgISlC
31 May 2025,18.21 Situasi arus lalu lintas di Traffic Light Pintu Besi Jl. Gunung Sahari Jakpus arah Kemayoran maupun arah Ancol terpantau ramai lancar. https://t.co/kIamvQBjzo
31 May 2025,18.00 Situasi arus lalu lintas di Traffic Light Kolong Cakung Jaktim arah Bekasi maupun arah Cilincing terpantau ramai lancar. https://t.co/wJdHgEQ28R
31 May 2025,17.21 Situasi arus lalu lintas di Traffic Light Kodim Lama Jatinegara Jaktim arah Kampung Melayu maupun arah Buaran terpantau ramai lancar. https://t.co/qt23Px2abB
31 May 2025,16.03 Situasi arus lalu lintas di Traffic Light MOI Kelapa Gading Jakut arah Jl. Boulevard Raya maupun arah Sunter terpantau ramai lancar. https://t.co/pXotr4cHsp
31 May 2025,15.21 Situasi arus lalu lintas di Ruas Tol Jakarta-Tangerang KM 00+200 arah Tomang maupun arah Kebon Jeruk terpantau padat imbas adanya kecelakaan lalu lintas. https://t.co/bMNgxqbSKd
31 May 2025,14.14 Situasi arus lalu lintas di Traffic Light Emporium Pluit arah Muara Angke maupun arah Ruas Tol Soedyatmo terpantau cukup padat. https://t.co/mVppaaCoxi
31 May 2025,13.19 Situasi arus lalu lintas di Ruas Tol Dalam Kota KM 05+800 (Kuningan) arah Pancoran maupun arah Semanggi terpantau ramai lancar. https://t.co/mSmSH9yH6j
31 May 2025,06.30 Situasi arus lalu lintas di Traffic Light Teluk Betung arah Bundaran HI dan sebaliknya terpantau lancar. https://t.co/uX1HXp1Oob
31 May 2025,06.15 Situasi arus lalu lintas di Off Ramp Tegal Parang arah Semanggi dan sebaliknya terpantau lancar. https://t.co/7NgqJenEub
29 May 2025,22.50 Situasi arus lalu lintas di Ruas Tol Jakarta-Cikampek KM 09+750 (Cikunir) arah Bekasi maupun arah Cawang terpantau lancar. https://t.co/wRa9xW2xdk
29 May 2025,21.29 Situasi arus lalu lintas di Traffic Light Pasar Rebo Jaktim arah Kampung Rambutan terpantau ramai lancar bagi Pengguna Jalan yang melintas harap berhati-hati dikarenakan ada pengerjaan Perbaikan Jalan. https://t.co/NExqKgQLOo
29 May 2025,20.36 Situasi arus lalu lintas di Ruas Tol Jagorawi KM 05+000 (TMII) arah Cililitan maupun arah Pasar Rebo terpantau lancar. https://t.co/CoinjCJBFK
29 May 2025,20.28 Situasi arus lalu lintas di Ruas Tol Dalam Kota KM 05+800 (Kuningan) arah Pancoran maupun arah Semanggi terpantau ramai lancar. https://t.co/hlfNZ7ZV9w
29 May 2025,18.00 Situasi arus lalu lintas di Traffic Light Asia Afrika Jakarta Pusat terpantau lancar. https://t.co/VrnWMW11aa
29 May 2025,17.23 Situasi arus lalu lintas di Traffic Light Matraman arah Jatinegara terpantau lancar. https://t.co/OEtT12X4X5
29 May 2025,17.10 Situasi arus lalu lintas di Traffic Light Daan Mogot Baru Jakarta Barat terpantau lancar. https://t.co/PTEK5Po7Tm
29 May 2025,16.50 Situasi arus lalu lintas di Gerbang Tol Pluit 1 terpantau lancar. https://t.co/EZPQeI4F4g
29 May 2025,16.36 Situasi arus lalu lintas di Traffic Light Pintu Besi Jakarta Pusat terpantau lancar. https://t.co/9tAVLidRmq
29 May 2025,16.24 Situasi arus lalu lintas di ruas Tol JORR tepatnya On Ramp Fatmawati arah Cilandak dan sebaliknya arah Pondok Indah terpantau lancar. https://t.co/UV8qt7gqEq
29 May 2025,16.04 Situasi arus lalu lintas di Traffic Light Carolus Jl. Salemba Raya Jakarta Pusat arah Senen dan sebaliknya arah Matraman terpantau lancar. https://t.co/oLweDFnc85
29 May 2025,14.54 Situasi arus lalu lintas di Jl. Letjend S.Parman tepatnya depan Central Park arah Traffic Light Grogol terpantau ramai lancar. https://t.co/pkc15lyFEN
29 May 2025,07.00 Situasi arus lalu lintas di lampu merah Cempaka Putih Jakpus terpantau lancar https://t.co/uxGv5PjdPN
29 May 2025,06.47 Situasi arus lalu lintas di Tol Dalam Kota GT. Semanggi 1 arah Pancoran &amp; sebaliknya terpantau lancar https://t.co/sds0Va6DUn
29 May 2025,06.47 Situasi arus lalu lintas di Bundaran Senayan Jakpus arah terpantau lancar https://t.co/O01S3S857Z
29 May 2025,06.42 Situasi arus lalu lintas di Lapangan tembak Senayan Jakpus arah Asia Afrika terpantau lancar https://t.co/9sR15byQIU
28 May 2025,11.49 Situasi arus lalu lintas di Traffic Light Patung Kuda Monas Jl. Medan Merdeka Barat Jakpus arah Jl. MH Thamrin maupun arah Jl. Medan Merdeka Selatan terpantau ramai lancar. https://t.co/yWCO7vlkYw
28 May 2025,10.07 Situasi arus lalu lintas di Ruas Tol Dalam Kota KM 04+500 (Kuningan) arah Semanggi terpantau cukup padat sedangkan arah Pancoran terpantau ramai lancar. https://t.co/S1wEsG27rq
28 May 2025,10.02 Situasi arus lalu lintas di Traffic Light Cengkareng Jakbar arah Jl. Daan Mogot maupun arah Kalideres terpantau ramai lancar. https://t.co/pXynLeaBBr
28 May 2025,09.11 Situasi arus lalu lintas di Traffic Light Cawang Kompor Jl. Otista Raya Jaktim arah Jl. Dewi Sartika maupun arah Kampung Melayu terpantau ramai lancar. https://t.co/nbMBLWJXor
28 May 2025,08.21 Situasi arus lalu lintas di Traffic Light Sarinah Jl. MH Thamrin Jakpus arah Tanah Abang maupun arah Kebon Sirih terpantau ramai lancar. https://t.co/O8xdsBfDkw
28 May 2025,07.16 Situasi arus lalu lintas di Ramp Dukuh 2 arah Cililitan terpantau lancar. https://t.co/KpCLEltZpn
28 May 2025,07.00 Situasi arus lalu lintas di Traffic Light PGC arah Traffic Light Jambu Jl. Dewi Sartika Jakarta Timur terpantau lancar. https://t.co/ibbhNG793Y
28 May 2025,06.37 Situasi arus lalu lintas di Traffic Light Rindam arah Tj.Barat terpantau ramai lancar. https://t.co/NgqjKodsHj
28 May 2025,06.00 Situasi arus lalu lintas di Off Ramp Semanggi terpantau lancar. https://t.co/B5RCvsP3hM
27 May 2025,10.48 Situasi arus lalu lintas di Ruas Tol Dalam Kota KM 05+000 Kuningan terpantau ramai lancar. https://t.co/KQ0m9uSS1S
26 May 2025,21.05 Situasi arus lalu lintas di Traffic Light Kolong Cakung Jaktim arah Bekasi maupun arah Cilincing terpantau ramai lancar. https://t.co/kVK5a4ADUc
26 May 2025,20.37 Situasi arus lalu lintas di Ruas Tol Dalam Kota KM 00+600 (Cawang) arah Cikampek maupun arah Pancoran terpantau ramai lancar. https://t.co/DJ1CtBae6s
26 May 2025,17.30 Situasi arus lalu lintas di Traffic Light Grogol arah Roxy dan sebaliknya terpantau ramai lancar. https://t.co/tFWODVhhGY
26 May 2025,16.15 Situasi arus lalu lintas di Traffic Light Pasar Rebo arah Kp.Rambutan dan sebaliknya arah Traffic Light Rindam terpantau lancar. https://t.co/tgTiQS9KW4
26 May 2025,16.02 Situasi arus lalu lintas di Traffic Light Perintis Jakarta Utara terpantau lancar. https://t.co/5wh9x6ZF9M
26 May 2025,16.00 Situasi arus lalu lintas di Traffic Light Tugu Tani Jakarta Pusat arah Gambir dan sebaliknya arah Kwitang terpantau lancar. https://t.co/6JVWIQeKFB
25 May 2025,13.48 Situasi arus lalu lintas di Kawasan Bundaran HI Jl. Jendral Sudirman Jakpus arah Kebon Kacang maupun arah Jl. MH Thamrin terpantau cukup padat. https://t.co/wP1yTgWzLJ
25 May 2025,12.30 Situasi arus lalu lintas di Traffic Light Patung Kuda Monas Jl. Medan Merdeka Barat Jakpus arah Jl. MH Thamrin maupun arah Jl. Medan Merdeka Selatan terpantau ramai lancar Untuk cuaca saat ini hujan diimbau bagi Pengguna Jalan agar tetap berhati-hati. https://t.co/LnICZVLjyJ
25 May 2025,11.38 Situasi arus lalu lintas di depan Pintu Utama Obyek Wisata Taman Margasatwa Ragunan Jaksel terpantau ramai lancar. https://t.co/bVQhAhZ3xQ
25 May 2025,11.04 Situasi arus lalu lintas di Ruas Tol Dalam Kota KM 05+800 (Kuningan) arah Pancoran maupun arah Semanggi terpantau lancar. https://t.co/EVTZF6PjRf
25 May 2025,10.46 Situasi arus lalu lintas di Traffic Light Daan Mogot Baru Jakbar arah Cengkareng maupun arah Kalideres terpantau ramai lancar. https://t.co/9PlFnLG6IC
25 May 2025,08.19 Situasi arus lalu lintas di Exit Tol Rawamangun arah Salemba maupun arah Pulogadung terpantau ramai lancar. https://t.co/2YwarDAzCi
25 May 2025,07.30 Situasi arus lalu lintas di Off Ramp Semanggi terpantau lancar. https://t.co/F6XlSSIu3t
25 May 2025,06.30 Situasi arus lalu lintas di Traffic Light Bintang Mas Jakarta Utara terpantau lancar. https://t.co/RCrUErR9F3
24 May 2025,09.27 Situasi arus lalu lintas disimpang Susun Semanggi di ruas Arteri dan di Tol Dalam Kota terpantau ramai lancar https://t.co/mnZva2Nzhq
24 May 2025,07.24 Situasi arus lalu lintas di Traffic Light Simpang Lima Senen Jakpus arah Cempaka Putih maupun arah Salemba terpantau ramai lancar. https://t.co/I0NSKNhRhu
24 May 2025,07.12 Situasi arus lalu lintas di Traffic Light Pintu 1 TMII Jaktim maupun arah Pondok Gede maupun arah Kampung Rambutan terpantau ramai lancar. https://t.co/uDjG7expPH
24 May 2025,06.36 Situasi arus lalu lintas di Traffic Light Pintu Besi Jl. Gunung Sahari Jakpus arah Kemayoran maupun arah Ancol terpantau ramai lancar. https://t.co/mI5EenIvaI
24 May 2025,06.28 Situasi arus lalu lintas di Traffic Light Jaya Koja Jakut arah Cilincing maupun arah Tanjung Priok terpantau ramai lancar. https://t.co/isXBPinkFL
24 May 2025,05.24 Situasi arus lalu lintas di Traffic Light Asemka Tamansari Jakbar arah Tambora maupun arah Kota Tua terpantau lancar. https://t.co/yLoWGERiC7
23 May 2025,22.35 Situasi arus lalu lintas di area Terminal Bandara Soekarno Hatta terpantau ramai lancar. https://t.co/B52TQItff0
23 May 2025,20.55 Situasi arus lalu lintas di depan MRT Fatmawati arah Lebak Bulus terpantau padat https://t.co/gBy0Tk3pGx
23 May 2025,19.09 Situasi arus lalu lintas di Off Ramp Tebet arah Kuningan dan sebaliknya arah Cawang terpantau ramai lancar. https://t.co/jQEeEBGDqk
23 May 2025,18.30 Situasi arus lalu lintas di Jl. Gatot Subroto tepatnya samping Pintu Mandiri arah Semanggi terpantau ramai cenderung padat imbas volume kendaraan. https://t.co/4L84WETITf
23 May 2025,18.10 Situasi arus lalu lintas di Traffic Light Cengkareng Jakarta Barat terpantau ramai lancar. https://t.co/Z4I3g3M0on
23 May 2025,18.00 Situasi arus lalu lintas di Traffic Light Ringroad Puri Kembangan Jakarta Barat terpantau lancar. https://t.co/aFwr94DoGA
23 May 2025,17.03 Situasi arus lalu lintas di Traffic Light Cengkareng Jakarta Barat terpantau lancar. https://t.co/NyzCpTY6Xq
23 May 2025,17.00 Situasi arus lalu lintas di Traffic Light Relasi Jl. Panjang Jakarta Barat terpantau lancar. https://t.co/GlmzrY8RoQ
23 May 2025,16.45 Situasi arus lalu lintas di Traffic Light Emporium Jakarta Utara terpantau lancar. https://t.co/zdRNT06a5g
23 May 2025,16.30 Situasi arus lalu lintas di Traffic Light Matraman Jakarta Timur arah Jatinegara terpantau ramai lancar. https://t.co/vDmriwZ3vy
23 May 2025,16.20 Situasi arus lalu lintas di Traffic Light Pasar Inpres Jakarta Selatan terpantau lancar. https://t.co/qZ2YFQxFL8
23 May 2025,16.15 Situasi arus lalu lintas di Traffic Light Carolus Jl. Salemba Raya terpantau lancar. https://t.co/eOS4FYRiR7
23 May 2025,16.05 Situasi arus lalu lintas di Traffic Light Biak Jakarta Pusat arah Tomang Jakarta Barat terpantau lancar. https://t.co/bRHUJxOv4f
23 May 2025,15.58 Situasi arus lalu lintas di Traffic Light Kebon Baru Jakarta Utara terpantau ramai lancar. https://t.co/efsoeCnvXh
23 May 2025,15.00 Situasi arus lalu lintas di Jl. Raya Cakung Cilincing Jakarta Utara terpantau lancar. https://t.co/GJa0JiMNpt
23 May 2025,14.34 Situasi arus lalu lintas di Jl. Budi Mulia Pademangan Jakarta Utara terpantau lancar. https://t.co/Mtl5q1rfj6
23 May 2025,14.24 Situasi arus lalu lintas di Jl. Letjend S.Parman arah Slipi terpantau ramai lancar. https://t.co/Izj7zcCTzj
23 May 2025,06.03 Situasi arus lalu lintas di Cawang Interchage Jaktim arah Pancoran terpantau ramai lancar https://t.co/kEm6V1PBun
22 May 2025,14.46 Situasi arus lalu lintas di Jl Cakung Jakarta Timur arah Cilincing maupun Pulogadung terpantau ramai lancar. https://t.co/NFjZi87Gjs
22 May 2025,11.04 Situasi arus lalu lintas di Ruas Tol Dalam Kota (Gerbang Tol Kuningan 1) arah Cawang maupun arah Grogol terpantau cukup padat. https://t.co/Qpr9rBr3OL
22 May 2025,09.16 Situasi arus lalu lintas di Ruas Tol Jakarta-Tangerang KM 01+200 arah Tomang terpantau cukup padat sedangkan arah Meruya terpantau lancar. https://t.co/FCg8BKJoKF
22 May 2025,08.37 Situasi arus lalu lintas di Ruas Tol Dalam Kota KM 00+600 (Cawang) arah Pancoran terpantau padat sedangkan arah Cikampek terpantau lancar. https://t.co/KwD4kc2EP5
22 May 2025,08.29 Situasi arus lalu lintas di Traffic Light Caringin Jl. Suryopranoto Jakpus arah Harmoni maupun arah Jembatan Lima terpantau ramai lancar. https://t.co/CsUGxtuo3q
22 May 2025,08.06 Situasi arus lalu lintas di Traffic Light Kolong Cakung Jaktim arah Cilincing maupun arah Bekasi terpantau ramai cenderung padat. https://t.co/dVOX2iN0M2
22 May 2025,07.15 Situasi arus lalu lintas di Interchange Pluit arah Grogol maupun arah Bandara Soekarno Hatta terpantau lancar. https://t.co/VKcMYXCK3J
22 May 2025,07.00 Situasi arus lalu lintas di Traffic Light Halim Baru Jakarta Timur terpantau ramai lancar. https://t.co/VGkg3IqDD5
21 May 2025,18.37 Situasi arus lalu lintas di Kolong Cakung Cilincing arah Bekasi terpantau ramai lancar https://t.co/HvRK48utQZ
21 May 2025,09.21 Situasi arus lalu lintas di Traffic light Perdatam Jalan Raya Pasar Minggu menuju arah Pancoran/Kalibata terpantau ramai lancar. https://t.co/LIGG06lMXT
21 May 2025,07.36 Situasi arus lalu lintas di Traffic Light Grogol Jakbar arah Latumenten maupun arah Tomang terpantau ramai lancar. https://t.co/WBQG71XVQr
21 May 2025,07.07 Situasi arus lalu lintas di Traffic Light Garuda Tamini Square Jaktim arah HEK maupun arah TMII terpantau ramai lancar. https://t.co/rZ3nnyfP2x
20 May 2025,18.30 Situasi arus lalu lintas di depan Pintu 10 GBK Jl. Gerbang Pemuda arah Traffic Light Lapangan Tembak terpantau lancar. https://t.co/9MdSsZ7sTm
20 May 2025,18.00 Situasi arus lalu lintas di Traffic Light Simpang Lima Senen Jakarta Pusat terpantau lancar. https://t.co/4sBJqPVA5E
20 May 2025,16.20 Situasi arus lalu lintas di Traffic Light Halim Baru arah Uki Cawang terpantau lancar. https://t.co/Gi3H9SwEex
20 May 2025,16.14 Situasi arus lalu lintas di Traffic Light Kebon Baru Jakarta Utara terpantau lancar. https://t.co/QUMura2R4f
20 May 2025,15.52 Situasi arus lalu lintas di Traffic Light Caglak arah Pasar Rebo dan sebaliknya arah Tj.Barat terpantau lancar. https://t.co/1akmx5IMHW
20 May 2025,15.29 Situasi arus lalu lintas di Traffic Light Tugu Tani arah Gambir dan sebaliknya arah Kwitang terpantau lancar. https://t.co/fmWvnbo0wx
20 May 2025,14.00 Situasi arus lalu lintas di Kolong Tol Cakung tepatnya depan Pospol Cakung terpantau lancar. https://t.co/8ZC7zeclma
19 May 2025,10.06 Situasi arus lalu lintas di Traffic Light Pancoran Jaksel arah Tebet terpantau padat imbas adanya pengerjaan Galian sedangkan arah Kalibata maupun arah Cawang terpantau ramai lancar. https://t.co/jz6XhHEek1
18 May 2025,19.49 Situasi arus lalu lintas di lampu merah Cempaka Putih Jakpus terpantau lancar https://t.co/ifFKWUSPNi
18 May 2025,09.37 Situasi arus lalu lintas di Ruas JORR (Off Ramp Cipete) terpantau ramai lancar. https://t.co/S10u8Tac60
18 May 2025,08.22 Situasi arus lalu lintas di Ruas Jalan Gerbang Pemuda Senayan terpantau ramai lancar. https://t.co/J0PP6jWavQ
17 May 2025,22.10 Situasi arus lalu lintas di Ruas Tol Jagorawi KM 08+000 arah Dukuh maupun arah Cawang terpantau ramai lancar. https://t.co/alim2BGyZF
17 May 2025,22.01 Situasi arus lalu lintas di Traffic Light Teluk Betung Jl. Jendral Sudirman Jakpus arah Bundaran HI maupun arah Kebon Kacang terpantau ramai lancar. https://t.co/dWj9YfZMy8
17 May 2025,21.55 Situasi arus lalu lintas di Ruas Tol Dalam Kota KM 05+800 (Kuningan) arah Pancoran maupun arah Semanggi terpantau ramai lancar. https://t.co/SMJut83NbB
17 May 2025,20.17 Situasi arus lalu lintas di Traffic Light Caglak Jl. TB Simatupang Jakarta Timur arah Pasar Rebo maupun arah Ampera terpantau ramai lancar. https://t.co/mZ6AzWsNSy
16 May 2025,07.31 Situasi arus lalu lintas di Traffic Light Lebak Bulus Jakarta Selatan terpantau lancar. https://t.co/gIgP0amXix
16 May 2025,06.15 Situasi arus lalu lintas di Traffic Light Pasar Rebo Jakarta Timur arah Kp.Rambutan terpantau lancar. https://t.co/BGf4ajIeYd
16 May 2025,06.08 Situasi arus lalu lintas di Gerbang Tol Semanggi 2 arah Kuningan dan sebaliknya arah Slipi terpantau lancar. https://t.co/7roeqAclQD
16 May 2025,06.00 Situasi arus lalu lintas di Traffic Light Enggano Jakarta Utara terpantau lancar. https://t.co/JmNhzxnyCt
15 May 2025,07.55 Situasi arus lalu lintas di Traffic Light Patung Kuda Monas Jl. Medan Merdeka Barat Jakpus arah Jl. MH Thamrin maupun arah Harmoni terpantau ramai lancar. https://t.co/7m59brmYOq
15 May 2025,07.44 Situasi arus lalu lintas di Traffic Light Matraman Jaktim arah Jatinegara maupun arah Jl. Pramuka Raya terpantau ramai lancar. https://t.co/2kiK1OUGWf
15 May 2025,07.31 Situasi arus lalu lintas di Traffic Light Kolong Cakung Jaktim arah Cilincing maupun arah Bekasi terpantau ramai cenderung padat. https://t.co/LB0wnUMwFB
15 May 2025,06.58 Situasi arus lalu lintas di Exit Tol Semanggi arah Jalur Arteri maupun arah Slipi terpantau ramai lancar. https://t.co/St4G4NBwTt
